food_code,food_name,scientific_name,local_name,food_group,no._of_regions,tags,energy_kcal,moisture,total_fat,dietary_fiber,carbohydrate,protein,essential_amino_acids,saturated_fatty_acids,unsaturated_fatty_acids,essential_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,free_sugars,aluminium_(al),calcium_(ca),chromium_(cr),iron_(fe),magnesium_(mg),phosphorus_(p),potassium_(k),sodium_(na),zinc_(zn)
B024,"Soya bean, brown",Glycine max,A. Soya bean; B. Garikalai; E. Soybean; G. Soya bean; H. Bhatmas; Kan. Soya bean; Kash. Muth; Kh. Toh rymbai; Mal. Soya bean; M. Nunghawai; Mar. Soya bean; N. Bhatmas; O. Soya bean; P. Soya bean dal; Tam. Soya bean; Tel. Soya bean; U. Soya.,Grain Legumes,6,vegetarian eggetarian fishetarian veg,381.444,5.51,19.82,21.55,12.79,35.58,34.77945,3.092,15.837,11.279,4.558,11.279,2.51,0.00039,0.239,3e-06,0.00829,0.259,0.483,1.613,0.00207,0.00401
B025,"Soya bean, white",Glycine max,A. Soya bean; B. Garikalai; E. Soybean; G. Soya bean; H. Bhatmas; Kan. Soya bean; Kash. Muth; Kh. Toh rymbai; Mal. Soya bean; M. Nunghawai; Mar. Soya bean; N. Bhatmas; O. Soya bean; P. Soya bean dal; Tel. Soya bean; Tam. Soya bean; U. Soya.,Grain Legumes,1,vegetarian eggetarian fishetarian veg,377.381,5.47,19.42,22.63,10.16,37.8,36.46188,3.002,15.888,11.072,4.817,11.071,2.2,0.0,0.195,7e-06,0.00822,0.189,0.494,1.634,0.00283,0.00347
C001,Agathi leaves,Sesbania grandiflora,"A. Bok phular paat; B. Bak ful shak; E. August tree leaves, Humming bird tree leaves, spinach; G. Agathio; H. Agasthi; Kan. Agase soppu; Mal. Agathi cheera; M. Chu chu Rangmei; Mar. Agasthi ka sag; O. Agasti; Tam. Agathi keerai; Tel. Avise akulu.",Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,70.505,74.43,1.35,8.6,5.21,8.01,7.865019,0.49,0.58967,0.532,0.05767,0.532,0.23,0.0,0.901,0.0,0.00436,0.09664,0.05252,0.674,0.01812,0.00053
C002,"Amaranth leaves, green",Amaranthus gangeticus,A. Moricha sak; B. Notya Shaakh; G. Taldalja ni bhaaji; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,30.592,86.85,0.65,4.41,2.28,3.29,2.996532,0.194,0.40687,0.358,0.04887,0.358,0.32,0.00077,0.33,2.7e-05,0.00464,0.194,0.07322,0.572,0.01608,0.00086
C003,"Amaranth leaves, red mix",Amaranthus gangeticus,A. Moricha; B. Lal Shaakh; G. Lal tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Lal chaulai sag; S. Maarissa; Tel. Thotakoora; Tam. Thandu keerai; U. Cholai.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,33.46,85.56,0.63,4.91,2.37,3.93,3.498879,0.21,0.37334,0.326,0.04734,0.326,0.28,0.0,0.245,2.8e-05,0.00725,0.177,0.07598,0.564,0.01458,0.00137
C004,"Amaranth leaves, red and green mix",Amaranthus gangeticus,A. Moricha; B. Notya Shaakh; G. Tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,31.548,86.37,0.53,4.6,2.87,3.09,2.964237,0.197,0.37859,0.332,0.04659,0.332,0.15,0.00047,0.269,2.4e-05,0.00528,0.146,0.06823,0.597,0.01755,0.00103
C005,"Amaranth spinosus, leaves, green mix",Amaranthus spinosus,A. Moricha sak; B. Kanta-notya; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Mal. Mullancheru- cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta notay shak; P. Kantewali chaulai; Tam. Mulaikeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,26.29,86.46,0.36,5.1,1.61,3.54,3.261402,0.08513,0.20246,0.186,0.01646,0.186,0.14,0.00087,0.359,3.5e-05,0.00637,0.202,0.07246,0.569,0.01566,0.00157
C006,"Amaranth spinosus, leaves, red and green mix",Amaranthus spinosus,B. Kanta-notya shaak; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Kh. Sla longmar; Mal. Mullancheru-cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta neutia sag; P. Kantewali chaulai; Tam. Mulakeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,23.661,86.64,0.34,5.57,1.45,2.8,2.48304,0.08596,0.18577,0.16785,0.01777,0.168,0.13,0.0,0.372,2.8e-05,0.00458,0.187,0.08502,0.588,0.01627,0.00111
C007,Basella leaves,Basella alba,A. Puroi sak; B. Pui shaak; E. Malabar spinach; G. Poi ni bhaji; H. Palak; Kan. Basale soppu; Kh. Sla palong dkhar; Mal. Vallicheera; Mar. Mayalu; O. Poi saaga; P. Paalak; Tam. Kodippasali; Tel. Bachhali.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,19.598,92.68,0.45,2.21,2.01,1.57,1.371395,0.101,0.25428,0.20367,0.05128,0.203,0.02,0.0,0.09389,4.6e-05,0.0042,0.153,0.03726,0.337,0.01874,0.00039
C008,Bathua leaves,Chenopodium album,A. Jilmil sak; B. Beto sak; G. Chilni bhaji; H. Bathua sagu; Kan. Sakothina soppu; Kash. Ushtahak; Kh. Sla jada; Mal. Parippuchira; M. Monsaobi; Mar. Chakavath; N. Bethe ko saag; O. Bathua sag; P. Bathu sag; Tel. Pappukura; Tam. Paruppukkeerai.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,27.724,88.77,0.44,4.01,2.56,2.5,2.379,0.12,0.22761,0.21968,0.00861,0.219,0.52,0.0,0.211,0.0,0.00266,0.04841,0.03755,0.438,0.01075,0.00098
C009,Beet greens,Beta vulgaris,A. Beetar sak; E. Beet greens; G. Beet ni bhaji; H. Chukandhar sag; Kan. Beet root soppu; Kash. Chogander Munji; Kh. Sla bit; Mal. Beet root cheera; Mar. Beet root ka sag; N. Bengali Palungo ko Saag; P. Chukandhar da sag; Tam. Beet root keerai; Tel. Beet root; U. beet patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,34.655,86.68,0.75,3.64,3.86,2.38,1.687896,0.188,0.38751,0.308,0.07951,0.308,0.13,0.0,0.151,0.0,0.0058,0.12,0.03602,0.53,0.111,0.00016
C010,"Betel leaves, big (kolkata)",Piper betle,A. paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew Dkhar; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P.  Pan-da-patta; Tam. Vetrilai; Tel. Thamala paku; U. Paan ka patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,48.278,84.93,0.75,2.12,7.37,2.51,2.247956,0.25,0.34943,0.256,0.09343,0.256,0.37,0.00051,0.207,2.6e-05,0.003,0.107,0.05173,0.649,0.0168,0.00047
C011,"Betel leaves, small",Piper betle,A. Paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P. Pan-da-patta; Tel. Thamala paku; Tam. Vetrilai; U. Paan ka patta.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,43.737,85.92,0.75,1.97,6.16,2.62,2.307172,0.238,0.35967,0.276,0.08267,0.277,0.4,0.00043,0.196,1.9e-05,0.00287,0.08994,0.05572,0.678,0.01404,0.00039
C012,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,44.215,84.39,0.5,4.29,5.09,4.26,4.081506,0.226,0.17361,0.08493,0.08869,0.08492,0.17,0.0,0.05399,2e-06,0.00154,0.03299,0.09856,0.639,0.01851,0.00057
C013,"Cabbage, Chinese",Brassica rupa,A. China lai; G. Chinese kobi; Kash. Bandh; Kh. Salat chaina.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,17.925,93.19,0.13,2.01,2.36,1.58,1.501,0.03301,0.07098,0.05501,0.01597,0.05501,0.42,0.0,0.05846,1e-06,0.00039,0.01151,0.03305,0.258,0.02028,0.00019
C014,"Cabbage, collard greens",Brassica oleracea var. viridis,G. Kobi na pan; Kash. Bandh; Kh. Sla kubi; Tam. Seemai parattai keerai.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,30.114,89.53,0.27,2.98,2.79,3.63,3.49206,0.06187,0.15419,0.11693,0.03719,0.117,0.76,0.0,0.17,1e-06,0.00267,0.0459,0.05467,0.292,0.02298,0.00035
C015,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,21.51,91.85,0.12,2.76,3.25,1.36,1.205232,0.04654,0.12145,0.09141,0.03005,0.0914,1.0,0.0,0.05176,4e-06,0.00035,0.01799,0.03015,0.233,0.01498,0.00016
C016,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,23.183,91.94,0.21,2.21,3.54,1.39,1.262815,0.05842,0.15314,0.11244,0.04114,0.112,0.8,0.0,0.048,4e-06,0.00024,0.02687,0.02214,0.201,0.024,0.00013
C017,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,35.372,87.64,0.42,3.43,3.39,3.9,3.57123,0.115,0.2448,0.22383,0.0208,0.224,0.61,0.00016,0.0967,1.4e-05,0.00242,0.0415,0.06282,0.374,0.02431,0.00031
C018,"Colocasia leaves, green",Colocasia anti-quorum,A. Kasu sak; B. Kochu pata; G. Advi na pan; H. Arvi ka sag; Kan. Shamangadda yele; Kh. Sla wang; Mal. Chembu ilagal; M. Paan mana; Mar. Alu pan; N. Karkalo; O. Saru saga; P. Arbi-di-patte; Tam. Seppam ilaigal; Tel. Chama akulu; U. Arvi ka patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,43.498,83.61,1.38,5.6,3.69,3.42,3.18402,0.426,0.73663,0.688,0.04763,0.689,0.63,0.0,0.216,4e-06,0.00341,0.05944,0.05788,0.404,0.01208,0.00082
C019,Drumstick leaves,Moringa oleifera,"A. Sajina paat; B. Sajna pata; E. Horseradish leaves, Benzoil leaves; G. Saragwa na pan; H. Saijan patta; Kan. Nuggeyele; Mal. Muringa ela; M. Sajana mana; Mar. Shevaga pan; O. Sajna sag; P. Soanjhna da patta; Tam. Murungai keerai; Tel. Mulaga akulu; U. Sujineki palli.",Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,67.398,75.65,1.64,8.21,5.62,6.41,5.869637,0.56,0.77,0.668,0.102,0.668,0.02,7e-05,0.314,2e-05,0.00456,0.09709,0.109,0.397,0.00934,0.00072
C020,Fenugreek leaves,Trigonella foenum graecum,A. Methi paat; B. Methi shak; G. Methi pandada; H. Methi sag; Kan. Menthya soppu; Kash. Kasori Methi; Kh. Sla methi; Mal. Uluva ila; M. Methi man; Mar. Methi sag; N. Methi pata; O. Methi sag; P. Methi di patte; Tel. Menthikoora; Tam. Vendhaiya keerai; U. Methi.,Green Leafy Vegetables,5,vegetarian eggetarian fishetarian veg,34.416,86.73,0.83,4.9,2.17,3.68,3.447424,0.199,0.46515,0.44483,0.02015,0.445,0.88,0.00021,0.274,3.9e-05,0.00569,0.06367,0.05305,0.226,0.04701,0.00054
C021,Garden cress,Lepidium sativum,A. Bor manimuni; B. Halim sag; G. Asadio na pan; H. Halim ka patta; Kan. Allibija soppu; Kash. Halyun; Kh. Khliang syiar; Mal. Alivirai cheera; Mar. Ahiva ka patta; N. Chamsoor ko Saag; O. Kakharu Saga; P. Halim-da-sag; Tam. Alivirai keerai; Tel. Adityala akulu.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,49.712,84.02,0.8,2.6,4.48,5.62,5.480062,0.02868,0.06695,0.05871,0.00824,0.05871,0.92,0.0,0.217,1e-06,0.00619,0.07924,0.04555,0.379,0.02535,0.00152
C022,"Gogu leaves, green",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew jyrngam; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,36.328,87.42,1.09,4.59,4.06,1.86,1.71678,0.245,0.62385,0.584,0.03985,0.584,0.01,0.00029,0.145,6.1e-05,0.00765,0.08309,0.04199,0.26,0.01234,0.00065
C023,"Gogu leaves, red",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew saw; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,36.567,87.98,1.07,3.89,4.24,1.85,1.844635,0.243,0.61293,0.567,0.04593,0.567,0.01,0.0,0.129,4e-05,0.00956,0.07575,0.03638,0.161,0.01408,0.00063
C024,"Knol-Khol, leaves",Brassica oleracea var. gongylodes,"A. Ool kobi; B. Olkopi sag; E. Knol Knol, Kohlrabi, Wild cabbage greens; G. Gath kobi na pan; H. Ganth gobi ka sag; Kan. Gedde kosu; Kash. Hakh Monji; Kh. Phan Kubi; Mal. Knol-khol cheera; M. Kobi Maru Kabi; Mar. Nol khol ka patta; N. Salgam ko saag; O. Ulgobi saga; P. Ganth gobi sag; Tam. Knol-Khol keerai; Tel. Knol-khol akulu.",Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,42.542,86.2,0.35,2.76,6.16,3.12,2.953392,0.107,0.17291,0.154,0.01891,0.154,0.1,0.0,0.368,0.0,0.00251,0.066,0.05502,0.309,0.0268,0.00042
C025,Lettuce,Lactuca sativa,A. Salad paat; G. Lettuce na pan; H. Salad ka patta; Kan. Lettuce soppu; Kash. Hakh; Kh. Salat dkhar; Mal. Lettuce cheera; Mar. Lettuce ka patta; N. Saalad ko paat; P. Salada sag; Tam. Ilaikosu; Tel. Kavu akulu; U. Kismisaag.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,21.749,92.27,0.27,1.79,3.01,1.54,1.37291,0.116,0.23022,0.20885,0.02222,0.208,0.22,0.00012,0.05671,2e-05,0.00273,0.04322,0.0441,0.279,0.01753,0.00051
C026,Mustard leaves,Brassica juncea,A. Horiyo paat; B. Sorisa sag; E. Mustard greens; G. Sarasava pandada; H. Sarson ka sag; Kan. Sasuve yele; Kash. Hakh; Kh. Tyrso; Mal. Kadugu ila; M. Hangaam; Mar. Mochari-chi pan; N. Raayo ko Saag; O. Sarson ka saga; P. Saro da sag; Tam. Kadugu ilai; Tel. Ava akulu; U. Sarson ki patta.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,30.353,88.17,0.51,3.92,2.41,3.52,3.219744,0.142,0.35056,0.32312,0.02756,0.323,0.04,5e-05,0.191,3.9e-05,0.00284,0.05163,0.07162,0.403,0.01914,0.00068
C027,Pak Choi leaves,Brassica rapa var. Chinensis,"E. Bok choy, Horse`s ear, Chinese celery cabbage, White mustard cabbage; G. Pak choi na pan.",Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,16.012999999999998,93.56,0.25,1.91,1.78,1.41,1.3254,0.03898,0.16103,0.13799,0.02303,0.138,0.52,0.0,0.15,2.8e-05,0.00378,0.04528,0.02595,0.25,0.03373,0.00016
C028,Parsley,Petroselinum crispum,A. Sugandhi lota; E. Garden parsley; G. Leela dhana; Mal. Seema malli; Mar. Kothimbir/dhane; Tam. Verkosu; Kan. Auchumooda; U. Ajmod; P. Parsley.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,72.895,77.76,1.14,3.87,9.43,5.55,5.183145,0.345,0.50894,0.476,0.03294,0.476,0.69,0.0,0.288,1e-06,0.00551,0.04918,0.07856,0.466,0.05308,0.00129
C029,Ponnaganni,Alternanthera sessilis,A. Matikaduri; B. Khanchari;G. Saranthi na pan; H. Saranthi sag; Kan. Honagone soppu; Mal. Ponnaganni cheera; M. Phakchet; Mar. Saranthi sag; O. Madarangh; Tam. Ponnaganni keerai; Tel. Ponnaganti koora; U. Kunte ki bhaji.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,50.907,79.43,0.71,6.74,5.17,5.29,5.049305,0.204,0.28338,0.25,0.03338,0.25,0.44,0.0,0.388,2e-06,0.00388,0.08039,0.05826,0.457,0.03936,0.00099
C030,"Pumpkin leaves, tender",Cucurbita maxima,A. Rongalao paat; B. Kumra shak; G. Kolam na pan; H. Kumhra sag; Kan. Kumbale soppu; Kash. Aal kaniji; Kh. Sla pathaw; Mal. Manthan elakai; M. Mairen mana; Mar. Bhopla chipan; O. Khakaru saga; P. Petha de pate; Tel. Gummadi akulu; Tam. Parangi ilai; U. Kaddu ka patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,44.215,85.82,0.74,2.25,4.75,4.21,4.110644,0.267,0.33067,0.31295,0.01767,0.313,0.1,0.0009,0.271,5.3e-05,0.00558,0.08421,0.06454,0.423,0.0122,0.0009
C031,Radish leaves,Raphanus sativus,A. Dherua; B. Mulo shak; G. Muda na pan; H. Muli ka sag; Kan. Mullangi soppu; Kash. Mooji Hakh; Kh. Sla muli; Mal. Mullangi ilaigal; M. Hangham mula; Mar. Mula ka sag; N. Moolaa ko saag; O. Mula ka sag; P. Muli di patte; Tel. Mullangi akulu; Tam. Mullangi ilai; U. Muli ka patta..,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,26.051,91.19,0.51,1.82,2.77,2.22,2.045064,0.147,0.27493,0.24849,0.02693,0.248,0.29,0.00047,0.234,5.1e-05,0.00382,0.05796,0.05008,0.304,0.01739,0.00049
C032,Rumex leaves,Rumex patientia,A. Suka sak; B. Bun palung; G. Ambada (sorrel); Kan. Chukki soppu; Mar. Amlavetasa; S. Amlavetasa; U. Tukhm hummaz.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,19.598,93.18,0.33,1.27,2.33,1.62,1.54953,0.06092,0.20668,0.18868,0.01868,0.188,0.45,0.0,0.131,4.8e-05,0.00367,0.04833,0.0324,0.336,0.01995,0.00046
C033,Spinach,Spinacia oleracea,A. Paleng; B. Palong shak; G. Palak ni bhaji; H. Palak; Kan. Spinak soppu; Kash. Palak; Kh. Palong heh; Mal. Basala cheera; M. Palak; Mar. Palak; N. Paalungo ko Saag; O. Palang sag; P. Palak; S. Paalakya; Tam. Pasalai keerai; Tel. Palakoora; U. Palak.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,24.378,90.31,0.64,2.38,2.05,2.14,2.020802,0.183,0.33783,0.29506,0.04283,0.295,0.24,0.00047,0.08229,2.8e-05,0.00295,0.08697,0.03259,0.625,0.04255,0.00046
C034,"Tamarind leaves, tender",Tamarindus indica,"B. Tetul pata; G. Amli na pan; H., P. Imli patte; K. Hunise chiguru; Mal., Tam. Puliam ilaigal; Mar. Chinchecha pala; O. Tentuli; Tel. Chinta chiguru; A. Teteli paat; M. Mange Mana; Kh. Sla sohkyntoi.",Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,71.461,71.69,0.49,10.7,10.04,5.84,5.313232,0.176,0.3483,0.30679,0.0423,0.306,0.17,0.0,0.06693,2e-06,0.00284,0.0421,0.08686,0.465,0.01343,0.00093
D001,Ash gourd,Benincasa hispida,"A. Kumura; B. Chalkumra; E. Wax gourd, White gourd, Winter gourd, Tallow gourd, Ash pumpkin, Winter melon, Chinese preserving melon; G. Bhuru kodu; H. Petha; Kan. Budagumbala; Kash. Aal; Kh. Pathaw iiwbih; Mal. Kumbalanga; M. Torbot; Mar. Kohala; N. Kubhindo; O. Panikakharu; P. Petha; Tam. Venpoosani; Tel. Boodida gummadi; U. Peta.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,17.447,92.17,0.14,3.37,2.84,0.79,0.708393,0.02526,0.0839,0.07647,0.00743,0.07647,0.19,2e-05,0.01939,6e-06,0.00047,0.01995,0.02907,0.372,0.00077,0.00013
D002,"Bamboo shoot, tender",Bambusa vulgaris,"A. Bahgaj; B. Bansber ankur; E. Bamboo sprouts; G. Lilo vans; H. Baans; Kan. Baimbale, Kanile; Kh. Ka lung siej; Mal. Mulankoombu; M. Soidon; Mar. Kalkipan; O. Bhet ki lakdi; P. Baans; Tam. Moongil kuruthu; Tel. Veduru chiguru; U. Bhet ki lakdi.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,16.252,94.56,0.35,1.55,1.67,1.33,1.169203,0.04109,0.05891,0.05147,0.00745,0.05146,0.09,0.0,0.01,4e-06,0.00033,0.00828,0.03963,0.422,0.00112,0.00037
D003,"Bean scarlet, tender",Phaseolus coccineus,"A. Lesera mah; E. Runner bean, Scarlet runner bean, Multiflora bean; G. Chodi; H. Sem; Kash. Hyambi; Kh. U buri; M. Hawai Ashaangbi; P. Sem fali.",Other Vegetables,5,vegetarian eggetarian fishetarian veg,42.781,85.51,0.99,4.5,5.16,2.86,2.764762,0.266,0.47581,0.43,0.04681,0.429,1.03,0.0,0.04348,0.0,0.00073,0.04375,0.06213,0.164,0.00146,0.00057
D004,"Bitter gourd, jagged, teeth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela heh; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle ; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tel. Kakara kaya; Tam. Paavakkai; U. Karela.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,20.793,90.87,0.24,3.78,2.82,1.44,1.347552,0.144,0.04886,0.04078,0.00808,0.04078,0.04,0.0002,0.02136,1.4e-05,0.00115,0.03214,0.0449,0.326,0.01309,0.00031
D005,"Bitter gourd, jagged, teeth ridges, short",Momordica charantia,"A. Kerela; B. Uchhe; E. Bitter melon, Bitter squash, Balsam pear; G. Marela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela rit; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,4,vegetarian eggetarian fishetarian veg,18.881,91.6,0.24,3.49,2.53,1.34,1.249148,0.139,0.06281,0.0552,0.00761,0.0552,0.06,0.0001,0.01627,1.3e-05,0.00108,0.03158,0.04021,0.282,0.01259,0.00036
D006,"Bitter gourd, jagged, smooth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,19.359,91.24,0.26,3.72,2.29,1.61,1.534169,0.142,0.06588,0.05925,0.00663,0.05925,0.08,0.0,0.01762,1.3e-05,0.00128,0.03334,0.04475,0.356,0.01116,0.00043
D007,"Bottle gourd, elongate, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Zeeth aal; Kh. U klong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,10.994,95.17,0.13,2.12,1.68,0.53,0.498942,0.04144,0.06848,0.06494,0.00354,0.06494,0.36,1e-05,0.01542,4e-06,0.00026,0.01093,0.01601,0.124,0.00146,0.00015
D008,"Bottle gourd, round, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Gool aal; Kh. U klong heh; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kdu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,5,vegetarian eggetarian fishetarian veg,13.623,94.5,0.12,2.1,2.53,0.42,0.398076,0.04107,0.06693,0.06347,0.00347,0.06346,0.34,3e-05,0.01505,3e-06,0.00028,0.01089,0.01699,0.116,0.00152,0.00015
D009,"Bottle gourd, elongate, dark green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; U. Lowki; Kash. Zeth aal; Kh. Klong jrong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,12.906,94.63,0.13,2.11,2.25,0.49,0.475006,0.04204,0.06197,0.05292,0.00905,0.05292,0.39,0.0,0.01664,3e-06,0.00034,0.0129,0.02686,0.171,0.00135,0.00018
